,vn_kv,load_p_mw,max_gen_p_mw,min_gen_p_mw,price_1,price_2,x_pos,y_pos
952,225.0,,,,,,23.5526638772,-24.8780487746
953,225.0,70.60000000000001,,,,,29.0052632344,-16.3445512191
954,225.0,150.3,,,,,12.262394683,-9.3758444811
955,225.0,,,,,,24.7840287312,-16.6298403208
956,225.0,84.60000000000001,,,,,28.2525911452,-11.7136359939
957,63.0,,,,,,33.0279550836,-1.2599351537
958,20.0,,,,,,35.9348301232,-6.9107504612
959,63.0,6.9,,,,,29.3247916343,5.997938802
960,225.0,88.2,,,,,17.4185274386,-6.9879427487
961,225.0,33.8,,,,,28.3988176555,-7.1979206424
962,225.0,33.0,,,,,28.5642867936,-7.2570591831
963,225.0,34.7,,,,,28.5771168053,-7.4521759275
964,150.0,,,,,,28.5066505648,-21.6209189033
965,225.0,57.0,,,,,27.7484089157,-20.4079450388
966,45.0,18.0,,,,,36.6688678068,-12.1194554373
967,225.0,,,,,,35.1187350281,-11.6063342901
968,225.0,407.2,,,,,22.2063136607,-21.6069587292
969,225.0,18.5,,,,,23.370838433,-21.8672350346
970,225.0,16.1,,,,,17.4995879366,-18.4930724328
971,225.0,,,,,,18.2805220147,-12.6524669217
972,225.0,,,,,,18.3759206744,-12.8292738452
973,63.0,34.6,,,,,24.0656732619,-1.0164894185
974,63.0,,,,,,30.1879079421,-9.8661145169
975,225.0,,,,,,29.0174116879,-9.4051503203
976,380.0,,,,,,28.1831582839,-9.3657805192
977,63.0,9.6,,,,,20.6513819104,1.8216515905
978,225.0,34.9,,,,,18.432141227,-20.4646650098
979,225.0,,,,,,11.0862417937,-8.3960827099
980,225.0,97.3,,,,,22.3826369058,-22.2645932002
981,63.0,,,,,,32.8857648807,-10.3664100354
982,63.0,7.5,,,,,32.9906797255,-10.6065047999
983,63.0,4.9,,,,,33.2095715258,-10.3463429305
984,225.0,39.2,,,,,29.5399491037,-19.5659903442
985,225.0,39.1,,,,,29.8007867127,-19.404759449
986,225.0,23.9,,,,,19.4958834454,-21.2442281594
987,225.0,17.8,,,,,27.1693846396,-24.3742519424
988,225.0,31.7,,,,,27.3807988869,-24.2858422631
989,225.0,32.7,,,,,14.9366106056,-15.1396115889
990,45.0,,,,,,39.9543514361,-10.1854152227
991,63.0,11.2,,,,,35.147916917,-9.436545191
992,45.0,0.7,,,,,29.0964338639,-24.3452137329
993,225.0,7.3,,,,,17.5684999587,-18.6648111267
994,380.0,,,,,,18.4311421405,-17.2581630539
995,225.0,,,,,,17.0904109243,-20.101550545
996,225.0,,,,,,16.749818057,-19.8770039232
997,380.0,,,,,,17.4929530086,-18.1404273388
998,63.0,1.9,,,,,21.5789819224,0.9265012966
999,225.0,62.1,,,,,26.2158660729,-21.7564163837
1000,225.0,49.8,,,,,17.3378278226,-20.3041277034
1001,225.0,67.2,,,,,16.9158047471,-19.9353042768
1002,225.0,,,,,,35.3115902379,-9.9926236909
1003,225.0,44.9,,,,,30.3673027277,-19.129352407
1004,380.0,12.5,,,,,23.434596111,-15.8398226926
1005,225.0,22.0,,,,,34.1037774914,-17.4303197052
1006,225.0,64.3,,,,,22.8689396619,-22.2008620767
1007,225.0,,,,,,28.4773911713,-21.2832387358
1008,150.0,0.0,,,,,16.4796267738,0.8052136743
1009,225.0,45.0,,,,,16.9643312308,-0.4094304325
1010,380.0,,,,,,26.5317706697,-13.6014191951
1011,20.0,0.1,500.0,2.5,12.992718776513607,0.1274098615846371,13.695155165,-2.542921443
1012,225.0,,,,,,16.20940987,-3.8127251022
1013,63.0,32.4,,,,,30.3550251747,2.0742824046
1014,225.0,,,,,,30.718037919,1.632258487
1015,225.0,45.9,,,,,20.1092829433,-17.4753215567
1016,225.0,27.3,,,,,18.2933156334,-20.3801236609
1017,225.0,25.3,,,,,18.1807174606,-20.2581165281
1018,150.0,11.1,,,,,32.0023279267,-13.3115109876
1019,225.0,83.8,,,,,30.1345196851,-12.5603866552
1020,225.0,,,,,,31.6419800409,-18.9273279275
1021,63.0,34.0,,,,,19.0159623429,-4.6504784812
1022,225.0,88.0,,,,,26.5065135922,-23.2238951972
1023,63.0,,,,,,29.4166839363,-0.2195508043
1024,225.0,,,,,,26.604301636,-6.7606189334
1025,225.0,,,,,,26.6978536229,-6.6820418334
1026,225.0,8.1,,,,,26.2188393774,-24.6292770356
1027,63.0,9.5,,,,,30.0559414425,9.180922624
1028,63.0,,,,,,21.8627747123,-6.4987407662
1029,380.0,,,,,,22.4392699915,-7.1461951092
1030,63.0,52.3,,,,,19.6066929799,-5.5928962607
1031,225.0,,,,,,21.2290700106,-6.7498847425
1032,225.0,43.9,,,,,28.635382925,-13.0215652903
1033,63.0,11.8,,,,,28.4111225284,-8.7886312465
1034,225.0,29.8,,,,,33.3346199067,-18.5452762864
1035,63.0,,,,,,30.0878314412,8.0764024811
1036,63.0,13.2,,,,,21.0518384985,-6.1349604079
1037,63.0,16.1,,,,,34.9414187313,-7.0767076633
1038,225.0,38.3,,,,,26.6428575245,-7.5117359241
1039,225.0,122.9,,,,,18.3034739957,-4.8030984987
1040,63.0,28.0,,,,,27.8879720987,-8.9757073685
1041,63.0,21.6,,,,,27.5916369277,3.074724803
1042,63.0,2.8,,,,,27.6362729256,-3.6965282719
1043,63.0,30.5,,,,,17.8886300407,-2.2235986802
1044,225.0,39.8,,,,,14.0486875412,-16.3829224667
1045,225.0,25.1,,,,,13.3850777719,-15.3145468967
1046,225.0,21.4,,,,,36.2740422368,-18.5063974371
1047,63.0,,,,,,20.4161696151,-0.2207418787
1048,63.0,2.9,,,,,24.2260456687,1.5314578862
1049,63.0,9.4,,,,,23.6510070434,1.3783660018
1050,63.0,10.3,,,,,24.9855381551,-4.0830938373
1051,63.0,17.8,,,,,24.8719489594,-3.8157992753
1052,225.0,3.0,,,,,25.32042745,-4.7072719197
1053,380.0,,,,,,25.3818380945,-5.8964749623
1054,63.0,6.3,500.0,5.6,11.656355549063113,0.4457495699448506,30.5397923904,-0.7037704713
1055,63.0,1.4,500.0,2.0,13.322519401232874,0.4830903534709914,17.7260161561,-2.2972890188
1056,63.0,6.3,,,,,30.1192414031,-12.3317703699
1057,63.0,12.3,,,,,32.5473036507,-12.3656324244
1058,225.0,,,,,,30.5902488171,-11.6631623553
1059,225.0,,,,,,16.909731331,-10.950495151
1060,380.0,,,,,,17.7468015481,-10.7431287313
1061,380.0,,,,,,17.7066249053,-10.6172799524
1062,150.0,,,,,,13.5400504433,-0.5590275595
1063,20.0,,500.0,4.8,11.654377455053304,0.2523356230180186,35.5778666057,-18.3365381323
1064,20.0,,500.0,4.8,19.14637981002319,0.3418815701587166,35.8622159299,-17.8321116386
1065,20.0,,500.0,4.8,12.840250059202084,0.2611551921568,34.7267247478,-19.3974706567
1066,20.0,,500.0,4.8,11.07607264840682,0.424184968508543,36.0673099008,-17.4251819282
1067,20.0,,500.0,4.0,11.17001770232701,0.1396800001801041,35.9834400203,-17.6183317754
1068,20.0,,500.0,4.8,17.55523598795747,0.4860163164097829,35.7332948322,-18.0730387607
1069,225.0,,,,,,34.4095352097,-17.3268745404
1070,225.0,,,,,,34.0497448477,-17.8246545893
1071,225.0,,,,,,33.616272316,-18.3399877772
1072,225.0,,,,,,34.5211106865,-17.1130354032
1073,225.0,,,,,,34.2579093816,-17.5940995811
1074,225.0,,,,,,34.6305518117,-16.9330794019
1075,225.0,52.1,,,,,33.220998136,-17.1060181426
1076,63.0,0.0,,,,,15.3356934544,-3.2160171453
1077,63.0,,,,,,29.7968159829,-0.628634499
1078,225.0,11.9,,,,,26.5240305133,-6.0958786622
1079,225.0,14.2,,,,,26.3359269659,-6.1343702074
1080,63.0,11.5,,,,,33.631297682,-2.0025533477
1081,63.0,22.6,,,,,26.6605504738,-0.8032544268
1082,225.0,1.0,,,,,15.9722034323,-22.5130530325
1083,225.0,2.4,,,,,16.4989814655,-22.8934177383
1084,225.0,,,,,,19.4248111743,-6.5816625736
1085,225.0,59.6,,,,,9.5389040729,-9.9466624231
1086,225.0,66.3,,,,,9.6305601627,-8.9990205468
1087,225.0,15.4,,,,,29.2659482803,-16.8792636687
1088,225.0,167.0,,,,,30.6301434371,-16.6457386394
1089,225.0,59.0,,,,,23.9402214179,-14.8126669924
1090,225.0,30.1,,,,,22.78082794,-15.4373698777
1091,63.0,27.0,,,,,20.0761368861,-0.3102003522
1092,63.0,,,,,,19.8936592895,-3.1384116346
1093,150.0,,,,,,15.8694104397,-1.4939523926
1094,225.0,66.2,,,,,16.959906659,-2.7633741924
1095,225.0,32.7,,,,,13.1893225593,-14.6060044636
1096,225.0,,,,,,16.2555982709,-1.3442427651
1097,380.0,198.4,,,,,16.6848647741,-11.2307227222
1098,63.0,,,,,,15.9150963865,-5.2216476393
1099,225.0,,,,,,16.131098977,-5.7834239206
1100,20.0,,,,,,25.6067507231,-24.2549990582
1101,225.0,,,,,,25.1714568288,-21.1083478143
1102,380.0,,,,,,23.5609597155,-16.5367923966
1103,225.0,5.7,,,,,13.6998093945,-14.4571860819
1104,380.0,125.5,,,,,14.8662691866,-13.8402602395
1105,63.0,16.8,,,,,19.6617322211,-0.9450489275
1106,63.0,29.6,,,,,28.1144622431,1.4204512718
1107,63.0,6.0,,,,,26.1677555623,1.7529794595
1108,63.0,8.6,,,,,25.8271150051,1.7293866014
1109,63.0,10.8,,,,,19.0499875725,-1.5963931759
1110,63.0,,,,,,28.089493715,1.1444835018
1111,63.0,13.9,,,,,21.4680419852,-2.9409200534
1112,225.0,146.9,,,,,13.7547378858,-12.9629896373
1113,63.0,24.8,,,,,31.6317173625,2.5840284553
1114,63.0,7.9,,,,,26.6406907417,0.2668439845
1115,225.0,,,,,,26.4154068218,-1.3547974649
1116,63.0,,500.0,2.4,18.3889445819586,0.4478766547332073,35.0722276553,-3.3810637886
1117,45.0,0.6,,,,,37.8176049291,-12.7708935379
1118,63.0,,,,,,21.6028984726,0.281991414
1119,225.0,95.3,,,,,18.8795399936,-4.8083980295
1120,225.0,62.9,,,,,16.4990735138,-3.9816370363
1121,225.0,98.4,,,,,19.8671520727,-5.9199875016
1122,380.0,,,,,,21.2864507927,-6.8912197726
1123,225.0,1.8,,,,,24.2763409737,-24.1066708933
1124,225.0,4.2,,,,,24.9533381563,-24.1110584871
1125,225.0,,,,,,24.0637039785,-24.2106526742
1126,225.0,18.0,,,,,14.7389561504,-21.5259933355
1127,225.0,44.5,,,,,14.1898575664,-20.8904174505
1128,225.0,28.8,,,,,14.5156554743,-21.2899314538
1129,63.0,,,,,,18.6042601184,-7.0235829917
1130,63.0,26.3,,,,,28.8337066474,0.9427372064
1131,225.0,34.3,,,,,18.2954020756,-14.2096533533
1132,225.0,15.9,,,,,18.9882552189,-19.1543582139
1133,63.0,19.8,,,,,17.3592773333,-9.6066291936
1134,63.0,,,,,,20.2517551592,-8.4278557182
1135,225.0,,,,,,21.5508937598,-8.192632045
1136,63.0,12.0,,,,,32.546046891,-2.2649617741
1137,63.0,,,,,,34.867299761,-4.7118556884
1138,63.0,9.8,,,,,32.3654873576,3.5213868578
1139,150.0,,,,,,31.7268823757,3.773989505
1140,225.0,21.2,,,,,31.9915670216,2.411972022
1141,63.0,3.7,,,,,15.3848998632,-2.0896617687
1142,63.0,8.5,500.0,3.2,10.355370266715084,0.3131576247492181,39.5027827512,-6.2243719528
1143,225.0,123.3,,,,,22.5040142983,-6.966175363
1144,63.0,11.8,,,,,21.5686435948,-2.2254752364
1145,225.0,104.2,,,,,28.0940940138,-14.8665342006
1146,380.0,,,,,,27.4291243596,-14.2295030682
1147,225.0,92.2,,,,,19.5233323329,-14.111482103
1148,225.0,38.6,,,,,12.2764528936,-16.4900924285
1149,45.0,0.5,,,,,35.77852247,-9.8284184363
1150,150.0,,,,,,35.4067305359,-8.6889490033
1151,225.0,14.6,,,,,34.2532469355,-9.6864643202
1152,225.0,97.5,,,,,23.0886055958,-23.4120854863
1153,380.0,,,,,,26.4086081018,-16.6155339715
1154,63.0,18.3,,,,,29.3115704486,-2.3072612949
1155,225.0,151.0,,,,,9.576290095,-9.2901077909
1156,63.0,5.0,,,,,20.3279424731,-1.1929185111
1157,380.0,67.3,,,,,14.3673757395,-11.7391821761
1158,380.0,66.9,,,,,14.4061772397,-11.8375863744
1159,63.0,11.1,,,,,19.8916315547,-1.2151409795
1160,63.0,15.8,500.0,1.78,11.214437698007467,0.3561031142378967,36.500226572,0.1950715857
1161,225.0,,,,,,29.6443685157,-12.4151863979
1162,225.0,26.9,,,,,29.41891308,-19.4416543582
1163,225.0,86.60000000000001,,,,,32.2650731891,-17.5453699567
1164,63.0,,,,,,15.4149507564,-3.0904352055
1165,63.0,0.2,500.0,3.6,18.91008055063653,0.4220439191240112,15.8700376949,-2.3177972693
1166,20.0,7.9,,,,,12.3392644279,-0.2724929778
1167,150.0,,,,,,13.7254824784,-0.1331684759
1168,225.0,,,,,,17.1477196963,-8.3372062393
1169,225.0,21.4,,,,,26.7627000333,-18.461909023
1170,225.0,0.1,,,,,26.7412320583,-24.5103214279
1171,63.0,18.3,,,,,23.0541428117,-2.4424517185
1172,63.0,,500.0,0.0,15.15092234242717,0.2957244174539084,36.819735682,-7.1004334305
1173,63.0,4.7,500.0,7.0,19.24419011628661,0.2228332890662523,28.4367827733,-3.5583803859
1174,225.0,,,,,,27.6987815203,-4.8789064451
1175,20.0,4.6,500.0,0.0,15.81242629710508,0.1717670961853541,13.7368664057,1.4477453726
1176,150.0,0.0,,,,,14.8733286946,0.9329944253
1177,63.0,31.8,,,,,21.8434847662,0.2444546706
1178,225.0,108.8,,,,,28.5606218866,-11.3147143425
1179,225.0,,,,,,28.5614195182,-7.0436016045
1180,63.0,,,,,,19.8381848158,-1.0500531965
1181,225.0,51.8,,,,,20.3267418153,-19.6959921297
1182,225.0,45.4,,,,,29.017782734,-14.0873064032
1183,225.0,70.9,,,,,21.94172633,-20.5504144748
1184,63.0,7.7,,,,,27.1750986941,3.3385506883
1185,63.0,7.7,,,,,26.5627809275,3.4216707995
1186,63.0,,,,,,24.7721320997,3.2462359388
1187,225.0,26.5,,,,,19.9430235813,-14.5585448401
1188,225.0,99.3,,,,,33.0089051515,-11.6178918226
1189,63.0,37.2,,,,,19.4014791548,-10.1875224636
1190,63.0,11.9,,,,,19.0880481915,-9.8129964923
1191,225.0,,,,,,20.888778674,-9.7238604543
1192,63.0,2.2,,,,,29.0112839162,1.0363696988
1193,63.0,23.7,,,,,27.5171022734,-0.6233864299
1194,225.0,,,,,,27.0562632717,-2.3270412059
1195,20.0,,,,,,37.0093669747,-15.8105737753
1196,225.0,,,,,,34.3543454479,-14.8845637993
1197,380.0,,,,,,29.2255058447,-13.6210762672
1198,225.0,,,,,,21.5479972904,-20.2176674395
1199,380.0,,,,,,22.4130836372,-18.977700542
1200,225.0,76.4,,,,,15.0634855413,-18.774632357
1201,225.0,,,,,,29.7742303891,-2.1720827808
1202,63.0,,,,,,32.7506889105,-7.3996437323
1203,225.0,,,,,,31.1177976336,-18.8265748001
1204,63.0,15.1,,,,,24.3937645431,-2.6835857851
1205,225.0,,,,,,18.6392465687,-8.087826879
1206,63.0,,,,,,19.3296102116,-5.6446342134
1207,225.0,,,,,,20.8350405284,-6.60167789
1208,63.0,25.3,,,,,34.2024655834,-2.5168034725
1209,225.0,,,,,,28.8962669687,-17.1994678588
1210,380.0,,,,,,27.9840266631,-15.8187502916
1211,20.0,,,,,,21.7127915925,-11.4304172808
1212,225.0,7.9,,,,,20.9085979408,-10.7506003627
1213,380.0,197.9,,,,,22.6464368315,-10.8765676995
1214,63.0,21.4,,,,,36.4143471959,-8.3580727013
1215,225.0,,,,,,34.8197510033,-8.3099504567
1216,225.0,,,,,,31.5599863943,-14.7846342985
1217,225.0,91.3,,,,,17.4705236331,-4.6489755611
1218,380.0,109.10000000000001,,,,,19.4323223335,-5.6787018865
1219,20.0,,,,,,11.0517657468,-8.7067127156
1220,20.0,,,,,,9.7567257367,-8.284170355
1221,225.0,,,,,,10.6030223721,-10.1063459765
1222,380.0,,,,,,12.3789094352,-9.6783478312
1223,380.0,,,,,,13.7362212694,-10.5389151438
1224,225.0,111.5,,,,,14.2896780635,-6.7349684992
1225,63.0,3.0,,,,,15.7347833059,-1.6867657954
1226,225.0,56.2,,,,,17.1017716101,-13.9433458511
1227,225.0,73.3,,,,,15.4122201166,-14.8587353653
1228,225.0,2.5,,,,,26.6408450073,-19.3578993444
1229,380.0,71.2,,,,,25.9144696286,-18.1010576074
1230,63.0,5.8,,,,,24.7548416343,-11.6192707512
1231,45.0,0.9,,,,,29.0824934461,-22.7790742819
1232,45.0,,,,,,28.4950731421,-23.1449544556
1233,225.0,34.3,,,,,27.9954303282,-21.7641303145
1234,225.0,68.7,,,,,13.9666182271,-8.9101282886
1235,63.0,17.7,,,,,21.3192722299,0.2248870191
1236,225.0,79.60000000000001,,,,,19.1817743093,-9.7505322733
1237,63.0,5.9,,,,,18.1478818403,-6.2241362391
1238,225.0,,,,,,31.7918953785,-16.6423959998
1239,225.0,,,,,,32.0151442546,-16.1820173417
1240,63.0,17.9,,,,,16.8583355847,-3.5457008081
1241,225.0,56.9,,,,,28.0739347221,-3.0198972298
1242,63.0,,,,,,18.4333385508,-4.8986572039
1243,225.0,19.1,,,,,20.5992357544,-6.3404690118
1244,225.0,,,,,,24.4924110266,-24.1545468126
1245,20.0,,,,,,28.9626568026,-19.5137876217
1246,225.0,,,,,,28.2381657753,-18.4812466654
1247,380.0,,,,,,27.1283814346,-17.4273153439
1248,63.0,18.1,,,,,27.0981147219,1.8942026985
1249,225.0,,500.0,2.76,17.732563873064038,0.3935888966450654,31.5697622368,-2.6183594782
1250,63.0,9.3,,,,,17.8143419231,-4.6196388029
1251,63.0,51.2,,,,,33.8863410682,5.7627153196
1252,225.0,,,,,,32.8550348014,5.057691872
1253,380.0,,,,,,13.8658611935,-16.3543835929
1254,225.0,23.4,,,,,13.6256208195,-15.9075825464
1255,225.0,26.8,,,,,14.6566202489,-23.3064401806
1256,225.0,,,,,,30.9576355463,-9.5069677338
1257,225.0,,,,,,16.3937666697,-1.1162909885
1258,63.0,0.9,,,,,24.548530135,1.6413636161
1259,225.0,52.1,,,,,13.4203088412,-8.8594172882
1260,63.0,14.2,,,,,33.9949527368,-8.8877851476
1261,63.0,4.8,,,,,24.1031552594,3.2816415148
1262,225.0,7.7,,,,,29.8637188671,-10.6236570228
1263,63.0,19.4,,,,,34.7624829567,-10.0553322496
1264,63.0,25.2,,,,,35.2770253525,-8.0187088136
1265,63.0,19.4,,,,,29.5541466586,0.0092947296
1266,63.0,0.2,,,,,27.0896380004,-1.8212141156
1267,63.0,9.2,,,,,30.7974835643,-9.2187535253
1268,225.0,34.5,,,,,29.2736427581,-9.388180826
1269,225.0,,,,,,17.2484688983,-15.5253001295
1270,380.0,,,,,,19.8009803394,-14.6948972669
1271,63.0,27.0,,,,,18.6061918348,-9.065336028
1272,20.0,,500.0,6.0,14.226768943449557,0.3778259359469971,13.0661334416,-1.0847518665
1273,150.0,,,,,,13.0134350538,0.6736842573
1274,225.0,,,,,,15.0918511724,-2.7670751189
1275,150.0,,500.0,2.4,18.254647512641256,0.3107860559566242,9.7395570971,3.6556752657
1276,63.0,26.1,,,,,18.6353123966,-1.5379053585
1277,20.0,,,,,,29.1510309576,-8.6738913722
1278,63.0,35.4,,,,,28.6101631945,-8.2574647123
1279,225.0,,,,,,28.3327082395,-8.8189579506
1280,225.0,,,,,,29.4595974415,-7.5939009931
1281,225.0,,,,,,29.3629191302,-7.4580720878
1282,380.0,,,,,,27.8004313491,-8.7786425097
1283,63.0,0.8,,,,,27.4440343318,1.4074002778
1284,63.0,27.3,,,,,26.7381816496,0.0237086301
1285,63.0,,,,,,21.402638267,-3.0985267926
1286,63.0,19.3,,,,,31.7253155164,-10.8156749447
1287,63.0,22.4,,,,,16.377879713,-5.7456768528
1288,225.0,28.3,,,,,30.4013062083,-20.5907698016
1289,225.0,28.1,,,,,30.1799243058,-20.7340430918
1290,225.0,38.6,,,,,23.0242370723,-18.9994430858
1291,63.0,7.1,,,,,31.1292172685,-6.9315414856
1292,63.0,12.3,,,,,31.0920290698,-6.7655900247
1293,225.0,,,,,,29.917490419,-7.0427878295
1294,225.0,4.1,,,,,25.4933326823,-18.1300551749
1295,63.0,13.0,,,,,25.0912172145,3.1839816757
1296,63.0,13.0,,,,,25.7137364681,3.2562357802
1297,225.0,5.5,,,,,19.8535001105,-8.3667302445
1298,380.0,75.8,,,,,15.561732382,-12.1602617981
1299,225.0,41.3,,,,,28.8888767231,-18.0374853086
1300,225.0,41.3,,,,,28.7223199806,-18.1765316756
1301,63.0,9.9,,,,,16.6918715781,-3.5266468588
1302,63.0,0.9,,,,,25.5309341169,-2.7288927754
1303,150.0,3.4,,,,,14.4491386312,0.3881049837
1304,225.0,14.3,,,,,24.1736671923,-14.8633138021
1305,225.0,9.7,,,,,24.6810791637,-16.2676453351
1306,20.0,,,,,,23.4017161967,-14.5852154667
1307,20.0,,,,,,23.3049364863,-14.4696762347
1308,225.0,,,,,,24.167713113,-15.31429591
1309,225.0,,,,,,24.3101472005,-14.4781215558
1310,225.0,,,,,,24.2470813071,-15.9559486339
1311,380.0,,,,,,24.0036288388,-13.9855572568
1312,225.0,108.3,,,,,22.625901004,-7.5854528614
1313,63.0,22.5,,,,,31.3144923947,-9.0514814773
1314,225.0,63.2,,,,,22.0311854682,-19.8632309553
1315,63.0,,,,,,22.757928926,-0.353765648
1316,225.0,,,,,,24.656687919,-3.9163308339
1317,20.0,,,,,,34.0630982469,-6.9990724199
1318,63.0,,,,,,32.3173028788,-8.1846146183
1319,63.0,3.4,,,,,32.4829867867,-7.7160019149
1320,225.0,,,,,,29.9509670331,-7.2733634701
1321,225.0,29.8,,,,,30.7326569545,-7.7837206272
1322,63.0,40.1,,,,,34.3317856834,1.184699361
1323,225.0,33.6,,,,,33.1225879711,0.637753278
1324,225.0,206.20000000000002,,,,,15.1758744413,-5.6174605588
1325,225.0,32.4,,,,,26.8005359961,-4.1273413887
1326,225.0,80.7,,,,,16.1899474641,-14.0235622661
1327,225.0,41.9,,,,,28.3465974675,-17.1246307147
1328,380.0,,,,,,27.461171377,-16.294641834
1329,63.0,33.5,,,,,31.5938293844,-2.1600712058
1330,225.0,60.6,,,,,20.036598465,-10.400176106
1331,63.0,14.8,,,,,23.3000669335,-4.2140946365
1332,63.0,,,,,,28.5457809466,1.1183587377
1333,20.0,,,,,,15.9288183354,-8.5661243284
1334,20.0,,,,,,16.1213926952,-7.5883863107
1335,225.0,62.5,,,,,17.3321850332,-8.4195990924
1336,380.0,,,,,,18.9582878769,-8.754163387
1337,63.0,11.5,,,,,27.5602384183,1.4037484599
1338,63.0,22.9,,,,,26.4961463731,-3.0132589277
1339,225.0,,,,,,21.0885669384,-5.8058035896
1340,63.0,13.3,,,,,29.8734465065,-9.0334691642
1341,225.0,20.0,,,,,23.7041160043,-22.5666417803
1342,63.0,11.0,,,,,33.1251703109,-5.8766599206
1343,63.0,38.8,,,,,26.5424271335,-3.4311697479
1344,225.0,,,,,,21.6458143399,-14.9021482217
1345,225.0,,,,,,21.4281564083,-14.7443228672
1346,380.0,,,,,,22.3294467924,-8.8094254959
1347,380.0,,,,,,21.7694574464,-8.8158784381
1348,380.0,,,,,,21.8465656345,-8.9137007709
1349,225.0,91.3,,,,,17.8050573208,-9.1004048059
1350,225.0,32.1,,,,,15.0324641877,-14.3173186103
1351,225.0,36.0,,,,,15.3343655941,-15.0016865117
1352,63.0,1.6,,,,,25.7792516121,-3.116054449
1353,225.0,46.0,,,,,20.3885909643,-9.8544760603
1354,63.0,3.9,,,,,33.8898773799,-10.9529030296
1355,63.0,,,,,,24.9297341703,-0.7508399473
1356,63.0,0.8,,,,,32.8721278503,-11.4245520599
1357,225.0,35.8,,,,,30.4979824259,-17.8199982943
1358,63.0,0.8,,,,,19.5667278546,1.15036424
1359,63.0,68.7,,,,,22.3484891515,-4.1326156105
1360,225.0,,,,,,23.3043758441,-5.356101467
1361,63.0,0.0,,,,,22.2670552962,-3.7709251657
1362,225.0,,,,,,22.914094913,-5.2685608904
1363,45.0,1.0,,,,,39.9176484384,-8.4952082963
1364,225.0,39.3,,,,,21.662483162,-10.2679826413
1365,225.0,36.7,,,,,14.1293352501,-24.3265131929
1366,380.0,,,,,,28.7221482155,-15.0712605126
1367,63.0,1.1,500.0,1.8,13.85404561727487,0.4687066462386876,36.8046647478,-8.2557192919
1368,63.0,4.5,,,,,36.8178683346,-7.9774891537
1369,225.0,50.4,,,,,14.8503445364,-16.9216807114
1370,225.0,,,,,,33.6353647559,-15.6716395285
1371,20.0,,500.0,7.6,13.543459622518986,0.2084440317321388,33.7885521402,-20.1030488917
1372,20.0,,500.0,7.6,14.280785224578056,0.2184501707482318,33.3847747467,-20.4862237737
1373,20.0,,500.0,7.6,13.950651815538873,0.2192741757401708,33.6162986183,-20.2962532362
1374,20.0,,500.0,7.6,18.446297141474854,0.2397604999770721,32.6545440396,-21.0845149547
1375,225.0,,,,,,32.0851612273,-19.5665515924
1376,225.0,,,,,,31.5403503935,-19.9901878223
1377,225.0,,,,,,32.3164982401,-19.4197735073
1378,225.0,,,,,,32.4923242984,-19.2442838206
1379,63.0,,500.0,3.2,13.738238091629649,0.378634839074469,20.3790389731,-3.5722259815
1380,63.0,15.0,,,,,15.5141909588,-7.0370221983
1381,63.0,48.2,,,,,20.9606716097,-4.8271342074
1382,150.0,,,,,,19.6511819224,-2.9569383159
1383,63.0,13.1,,,,,25.1797786127,1.3174912687
1384,380.0,120.10000000000001,,,,,28.9852556272,-11.0138499632
1385,225.0,21.1,,,,,26.6397616082,-22.9339594222
1386,225.0,31.2,,,,,26.8914494312,-22.8886064605
1387,225.0,16.1,,,,,29.2794514644,-18.3377499202
1388,63.0,,,,,,23.7255950124,-0.634249751
1389,225.0,5.1,,,,,23.6658241538,-18.0045990525
1390,225.0,73.60000000000001,,,,,23.0733255433,-16.5196499094
1391,63.0,9.2,,,,,20.4988939745,-5.8066816079
1392,63.0,1.2,,,,,25.5605949026,3.3481327267
1393,225.0,,,,,,25.5248005033,-2.1465227937
1394,380.0,,,,,,24.1899548657,-0.4386514722
1395,380.0,,,,,,25.6687397544,-12.82929879
1396,380.0,,,,,,26.1817125387,-12.6876903922
1397,63.0,21.8,,,,,33.0884618063,-9.2781678936
1398,63.0,18.5,,,,,18.5035146756,-7.9311892975
1399,225.0,65.7,,,,,16.5574999036,-21.6468806407
1400,225.0,61.8,,,,,15.3819539079,-5.482016651
1401,225.0,24.9,,,,,15.5332245158,-15.4411339663
1402,225.0,23.0,,,,,20.5884107775,-21.7995426693
1403,63.0,,,,,,18.1699711724,0.0267067245
1404,225.0,80.8,,,,,21.7269183759,-14.3750460535
1405,150.0,,500.0,5.4,13.715809761859145,0.1526394825832198,18.5001604314,-1.4736561188
1406,225.0,,,,,,28.1507158199,-2.1918944399
1407,380.0,,,,,,27.1231189987,-4.7656892609
1408,63.0,6.2,,,,,24.2318390471,-11.0524960685
1409,63.0,3.3,,,,,16.4981329518,-3.121476842
1410,225.0,9.5,,,,,23.4249061102,-20.9280996684
1411,225.0,11.0,,,,,22.9401265321,-20.8940492345
1412,225.0,23.3,,,,,24.439045289,-3.1916402623
1413,63.0,22.4,,,,,24.5049582126,-2.7535110668
1414,225.0,70.0,,,,,14.6484487107,-8.2080801361
1415,225.0,,,,,,16.8758489759,-10.502682819
1416,225.0,52.6,,,,,26.8252009228,-15.7822760349
1417,225.0,23.2,,,,,22.1741443343,-17.8578479466
1418,225.0,0.1,,,,,22.7301389804,-20.2308024358
1419,150.0,3.1,500.0,4.0,14.159429580075482,0.357588907230227,11.4197101589,0.4878266338
1420,225.0,66.7,,,,,16.3434083121,-15.6432317436
